views,likes,comments,category,channel,trending
4538090,92520,41356,Sports,Channel_80,1
3197340,93718,31219,Sports,Channel_19,0
164273,97829,16592,News,Channel_68,0
3855418,235613,46212,Music,Channel_10,1
3653692,36313,23932,Music,Channel_22,0
1088341,27463,19040,Gaming,Channel_76,1
3978266,199531,5850,News,Channel_66,0
3032756,156847,31716,Sports,Channel_2,0
844523,222797,12719,Music,Channel_98,0
547237,38067,21777,Sports,Channel_18,0
4896207,189070,49285,Gaming,Channel_80,1
4041479,94665,17022,Gaming,Channel_19,1
93193,277179,33996,Gaming,Channel_89,1
3182915,269299,27945,Music,Channel_30,0
4701254,101216,28788,Gaming,Channel_6,1
1187887,186879,4019,Music,Channel_27,0
3009038,73240,9482,Sports,Channel_15,0
509153,155012,46873,Music,Channel_31,1
3335817,108148,18580,Gaming,Channel_44,1
3583069,207107,9895,News,Channel_86,0
2716514,212386,14135,News,Channel_76,0
4882713,62050,49013,Gaming,Channel_10,1
2659571,108678,10387,Music,Channel_21,1
4835357,198778,29136,Sports,Channel_47,1
1680748,56825,17359,News,Channel_55,1
2224069,216751,47672,News,Channel_95,1
3446498,112799,6121,Gaming,Channel_36,1
4893472,219488,33796,Music,Channel_74,1
482680,167654,16909,Gaming,Channel_58,1
2637694,185112,2327,Sports,Channel_19,1
2962293,244543,18930,Gaming,Channel_87,0
4101673,237479,49987,Sports,Channel_64,0
1535026,233318,35251,Education,Channel_10,1
316826,160285,35502,Music,Channel_49,1
3468366,77098,31547,Gaming,Channel_54,0
328359,5618,31688,News,Channel_61,0
3749603,45677,42498,Music,Channel_59,1
4202253,55557,42870,Music,Channel_91,0
2861337,234917,7304,Gaming,Channel_2,1
318537,57570,4049,Music,Channel_75,0
551222,214611,14947,Music,Channel_8,0
4976026,159497,9495,Education,Channel_19,1
2574619,184296,24707,Gaming,Channel_80,0
2454752,280151,33160,Music,Channel_68,1
1365133,121276,44544,News,Channel_14,1
1933247,3689,43635,News,Channel_22,0
1354038,40318,30706,Gaming,Channel_17,1
251875,206106,35234,Gaming,Channel_63,0
4658693,170924,33993,Gaming,Channel_26,1
4265694,5705,14987,Music,Channel_99,0
708689,226822,19089,News,Channel_36,1
4448794,58509,461,Music,Channel_45,0
1616952,23392,9993,Music,Channel_30,1
1297516,276389,11465,Gaming,Channel_21,1
2531179,193305,16535,Music,Channel_20,0
1557617,133448,32640,News,Channel_42,1
3464351,158549,10461,Gaming,Channel_90,0
1266040,6774,12366,Sports,Channel_56,0
1855971,221978,29895,Music,Channel_12,1
651199,113841,1785,Gaming,Channel_8,0
4035628,61846,6242,Education,Channel_99,1
1850396,294077,24529,Gaming,Channel_93,1
2692276,255043,47080,News,Channel_63,1
629861,16302,6356,Music,Channel_56,0
2527954,283093,23229,Music,Channel_7,1
662614,243782,19844,Gaming,Channel_62,0
4874878,18810,18220,Music,Channel_61,0
4694174,56450,42357,Gaming,Channel_10,1
3358519,127531,25651,Sports,Channel_50,1
667997,121337,31686,News,Channel_20,0
1727351,49658,22127,Gaming,Channel_28,0
1073647,291918,22662,Gaming,Channel_14,0
1632107,294624,34261,News,Channel_76,0
1029455,256170,25360,Education,Channel_8,0
1306794,169583,37931,Education,Channel_7,0
1951367,57217,42380,Education,Channel_5,0
1911705,62167,14297,Gaming,Channel_1,0
1602596,134298,38472,Gaming,Channel_73,1
3792481,153154,22788,Gaming,Channel_82,0
4151276,93788,39456,Music,Channel_10,1
2383357,130026,27011,Music,Channel_58,1
3488124,124298,48603,Music,Channel_65,0
2246131,168214,28057,Music,Channel_60,1
4247049,110583,18447,Sports,Channel_20,1
92865,120740,18404,Music,Channel_58,0
4045588,64196,21141,Education,Channel_43,1
1073200,267114,22307,Gaming,Channel_29,0
2121473,18791,10341,Music,Channel_2,0
2501856,237687,40121,Music,Channel_26,0
2907158,257516,9142,Gaming,Channel_75,1
4069472,31136,48034,Gaming,Channel_89,1
1223869,238227,40984,Education,Channel_98,1
2284869,280037,15932,Education,Channel_59,1
3126354,29792,12017,Education,Channel_1,0
4083494,148061,33337,Sports,Channel_31,1
1430551,295900,37880,Music,Channel_38,1
2282020,261171,1355,Gaming,Channel_22,1
2757944,66276,40824,Music,Channel_66,1
4783883,66,16086,Gaming,Channel_47,0
2288623,293611,49982,News,Channel_1,1
915032,132783,21515,Gaming,Channel_88,0
3983588,187463,14220,Music,Channel_50,1
1568438,181520,47266,News,Channel_36,1
918559,80646,33602,News,Channel_45,0
636605,66493,11308,Education,Channel_36,0
4584897,20515,969,Music,Channel_34,0
816131,33535,33360,Education,Channel_9,1
68661,211484,254,Gaming,Channel_76,1
2079007,96018,10306,Gaming,Channel_84,0
1308506,44358,27541,Gaming,Channel_4,0
1972206,202269,2661,News,Channel_79,1
2902614,269427,15309,Music,Channel_63,1
2967422,206651,41562,Music,Channel_4,1
3709654,134617,18223,Gaming,Channel_5,0
119033,214106,5905,Gaming,Channel_10,0
631265,107167,2431,Music,Channel_44,0
2711309,918,7756,News,Channel_40,1
2919258,252309,5353,Sports,Channel_36,0
1216502,201235,1737,Music,Channel_35,0
4627038,108362,16868,News,Channel_59,1
1422796,95977,32476,Music,Channel_65,0
2763779,35089,24325,Music,Channel_82,0
2320049,212638,12326,Sports,Channel_31,1
3721464,111899,24586,News,Channel_46,1
2193614,262073,12911,Music,Channel_49,1
771173,46115,29080,Sports,Channel_6,0
2670355,132967,22635,Music,Channel_70,0
3413504,1059,5213,Music,Channel_19,0
4854260,53291,38995,Music,Channel_96,1
468010,66707,27940,Music,Channel_42,0
1656016,36544,44047,Music,Channel_30,1
1698900,93044,48604,Gaming,Channel_26,1
4581497,58107,23365,Sports,Channel_3,1
4222038,184895,8796,Music,Channel_33,1
924875,287191,49119,Music,Channel_50,0
2124221,27288,17352,Music,Channel_31,1
3881993,139354,16820,Gaming,Channel_84,1
4732502,73287,10966,Sports,Channel_68,1
2569103,4704,46735,Music,Channel_96,0
82264,58160,1809,Sports,Channel_82,0
24275,67480,39314,News,Channel_10,1
2694714,21566,40875,Music,Channel_22,1
2461072,195553,5505,News,Channel_63,0
573735,49096,30649,Sports,Channel_54,0
2001609,149989,5257,Music,Channel_51,0
913826,248409,15051,Gaming,Channel_81,1
2698143,179569,4909,Gaming,Channel_4,1
863522,99478,27345,News,Channel_37,0
804692,295541,14866,Sports,Channel_71,1
1162157,68612,42789,News,Channel_63,0
1315532,2470,24868,Sports,Channel_51,0
422240,72366,48126,Gaming,Channel_8,0
3860744,259935,28527,News,Channel_1,1
945789,16201,461,Music,Channel_8,0
3108092,84641,28460,News,Channel_83,0
2214573,245712,48500,Gaming,Channel_81,0
526893,272683,3233,Sports,Channel_55,0
2256363,32185,12128,Gaming,Channel_9,1
4382514,279829,5202,Gaming,Channel_51,1
4149887,157058,35707,Music,Channel_16,1
1208094,194198,31258,Education,Channel_53,1
2222192,62831,47965,Sports,Channel_59,0
669406,12214,31238,Gaming,Channel_45,0
3669866,269548,13722,Gaming,Channel_37,0
4613338,246474,45766,News,Channel_91,0
2854406,33603,49240,Sports,Channel_66,0
1034255,208270,18047,Education,Channel_64,0
4990847,115074,3301,Music,Channel_36,1
3053766,53375,32544,Music,Channel_76,1
541677,240654,31583,Sports,Channel_50,0
3095235,220521,27513,Gaming,Channel_99,1
1172459,206981,15640,Education,Channel_95,0
2860653,103710,22413,Music,Channel_53,0
1967197,68257,16805,Gaming,Channel_57,0
388952,182641,20133,Music,Channel_19,1
2210373,156280,48899,Education,Channel_26,1
4148703,153570,21355,News,Channel_100,1
1031117,169597,23229,Music,Channel_68,0
2897818,290052,4433,Music,Channel_43,1
2358821,181152,33033,Music,Channel_95,0
526134,62623,35618,Music,Channel_58,0
245761,96717,1378,Gaming,Channel_77,0
2931098,47013,6503,Music,Channel_59,0
2972820,48488,39925,Education,Channel_46,1
65323,59040,42774,News,Channel_68,0
1238715,184143,33617,Gaming,Channel_40,1
955480,145931,4814,Music,Channel_13,0
2333811,246170,23763,Gaming,Channel_9,1
855016,267599,10000,Gaming,Channel_66,1
865909,149122,15288,Gaming,Channel_99,0
4983564,262400,3274,Education,Channel_53,1
1051493,31163,49868,Music,Channel_76,0
283762,267366,14227,Music,Channel_81,0
1606118,134421,17279,Gaming,Channel_4,1
2884427,56248,9368,Gaming,Channel_14,0
1417012,296761,44713,News,Channel_85,1
572650,52065,42736,Sports,Channel_8,0
4477576,104519,31006,Gaming,Channel_97,1
386925,135477,27380,Sports,Channel_62,1
2864793,127388,27968,Music,Channel_45,0
4910047,87697,9651,Sports,Channel_92,1
3758974,102662,13903,Music,Channel_67,0
404081,55783,18927,Sports,Channel_62,0
2400105,202678,7771,Education,Channel_78,1
379892,27594,13460,Gaming,Channel_83,0
4200591,244911,4637,Education,Channel_70,1
3155240,265492,45690,Gaming,Channel_36,1
657702,62611,40834,Sports,Channel_84,0
3255600,136569,3553,Gaming,Channel_1,0
1986296,36292,34117,Education,Channel_60,1
2191222,226147,35754,Education,Channel_74,1
3750783,95808,23580,Gaming,Channel_13,1
2720269,130973,11522,Music,Channel_12,1
4803116,159886,34890,Music,Channel_75,1
2325797,140997,28204,Music,Channel_100,1
787667,273312,13892,Education,Channel_17,0
1354649,205239,8689,Sports,Channel_47,1
1713503,10557,28063,Gaming,Channel_53,0
2986418,264613,14062,Sports,Channel_93,1
3610736,63156,1363,Gaming,Channel_67,1
1385418,107771,16691,Music,Channel_93,0
387594,82980,2751,Music,Channel_10,0
2870760,191899,7782,Sports,Channel_46,0
3807503,169329,17648,News,Channel_83,1
3838247,15429,12540,Music,Channel_4,1
1093501,35587,45991,Gaming,Channel_57,0
138023,2931,5339,Sports,Channel_38,0
1136964,144545,27020,Gaming,Channel_12,0
4727599,156556,27609,Music,Channel_31,1
1484624,125544,5848,Gaming,Channel_2,1
2156748,256882,16877,Music,Channel_1,0
1957109,72838,18405,Gaming,Channel_81,1
3046179,123659,48629,Sports,Channel_25,1
3926282,55162,46233,Gaming,Channel_5,0
874172,220083,21471,Education,Channel_48,1
3686540,223403,3302,Music,Channel_14,0
523244,86579,14437,Music,Channel_52,0
4874594,156854,47930,Gaming,Channel_74,1
4064309,159572,14512,News,Channel_21,1
1063636,122547,32436,Music,Channel_25,1
1787921,53816,23511,Sports,Channel_99,0
830735,76002,5022,Music,Channel_67,0
3337007,284474,43239,Music,Channel_82,1
3831375,258862,6155,Sports,Channel_50,1
4530788,173227,31480,Gaming,Channel_100,1
2563469,194770,38022,Sports,Channel_33,1
3087176,20764,25332,News,Channel_17,0
3296374,69847,4354,Gaming,Channel_70,0
4884680,138289,31847,Sports,Channel_34,1
3682262,218821,35284,Gaming,Channel_26,1
4634078,114790,48640,Gaming,Channel_42,1
2610089,87091,10156,Music,Channel_31,1
2509749,286170,22453,Sports,Channel_51,0
915228,112109,32689,Education,Channel_92,1
954959,151184,23758,Education,Channel_36,0
2190415,264078,8838,Music,Channel_13,1
1628781,85025,45502,Music,Channel_85,0
3370538,104997,43790,Music,Channel_90,1
3243374,54343,37976,Sports,Channel_95,0
346266,215540,49346,Sports,Channel_80,0
3957679,177181,13725,News,Channel_95,1
1539601,188428,9337,Gaming,Channel_13,1
2578855,126382,10701,Sports,Channel_94,0
3072475,206563,29811,Gaming,Channel_32,0
4538358,69777,43043,Music,Channel_5,0
4004484,104342,38978,Music,Channel_12,1
1108955,143289,29316,News,Channel_59,1
3803010,6346,11544,Music,Channel_41,1
1933728,206248,21514,Sports,Channel_37,1
1900492,279410,16327,Gaming,Channel_68,1
2362632,230527,46809,Music,Channel_48,0
1415397,180899,16705,Gaming,Channel_43,0
3178993,295873,10479,Sports,Channel_93,1
3132209,45714,11323,Music,Channel_41,0
1224520,292167,12937,News,Channel_56,1
4058893,226894,23089,Gaming,Channel_69,1
3218635,167858,1702,Sports,Channel_11,1
2301119,272214,10404,News,Channel_94,1
1900443,219192,33598,Education,Channel_9,1
3449503,78573,8380,Gaming,Channel_28,0
1440758,135112,21990,Music,Channel_22,0
1806468,89789,32859,Gaming,Channel_75,0
3428975,164371,3877,News,Channel_85,0
127108,99714,42871,Gaming,Channel_6,0
3161110,261767,18720,Sports,Channel_26,1
3231019,110244,7676,Music,Channel_16,0
1708692,36501,31818,News,Channel_14,1
2081154,226631,34348,Sports,Channel_35,1
2245702,20458,48555,News,Channel_42,0
3378778,49304,42368,Gaming,Channel_53,0
2531034,283600,48180,Gaming,Channel_100,1
4533131,216471,24130,Sports,Channel_22,0
2693755,85625,33241,Sports,Channel_53,1
389349,17111,44392,News,Channel_66,0
1063729,290170,49421,News,Channel_13,1
3125071,150014,26620,Education,Channel_11,1
3387501,90491,17077,News,Channel_12,1
1980079,52812,12663,Music,Channel_97,0
4589334,269703,17799,News,Channel_86,0
3523905,210015,47285,News,Channel_53,0
77077,156444,17619,News,Channel_9,0
4328819,47852,3967,News,Channel_71,0
1256564,46549,27488,Music,Channel_17,1
1909327,33727,13211,Music,Channel_61,1
126885,246291,21169,Sports,Channel_10,0
542656,186282,30373,Sports,Channel_38,0
671688,115052,32669,Music,Channel_39,0
2286166,127932,6634,Gaming,Channel_89,1
4425507,92457,840,Sports,Channel_91,0
2052531,158703,34229,Education,Channel_94,0
2793427,12833,21318,Music,Channel_30,1
2921803,29996,15405,Music,Channel_34,0
3358679,121692,47771,Sports,Channel_33,1
4391020,64335,36240,Music,Channel_32,0
2682719,250486,15847,Education,Channel_12,1
891695,57781,23547,Music,Channel_87,0
4195430,54983,6575,Sports,Channel_93,1
839761,145772,30123,Education,Channel_65,0
501315,57898,4843,Sports,Channel_84,0
2415472,10966,27451,Music,Channel_10,0
1300445,86849,7739,Sports,Channel_19,0
4936730,167615,14852,Sports,Channel_23,1
499716,101141,49092,Music,Channel_85,0
3142069,187983,9157,Sports,Channel_57,1
3322127,11529,22406,Gaming,Channel_99,1
2560272,162197,47284,Gaming,Channel_59,0
2277106,1842,45200,Music,Channel_96,0
2003324,113932,7432,Music,Channel_54,0
4328021,105484,18837,Music,Channel_74,1
3325323,69725,15148,News,Channel_2,1
3952416,73376,11194,Sports,Channel_100,1
495592,37580,32591,Gaming,Channel_48,1
3246886,137697,14819,Gaming,Channel_6,0
3855261,38321,6625,Music,Channel_43,0
3579226,103197,7404,News,Channel_17,1
2030454,285588,14674,Music,Channel_79,0
2428540,86889,10507,Music,Channel_36,0
1716630,15749,20387,Music,Channel_24,0
319408,66212,18697,Music,Channel_61,1
469276,98590,37391,News,Channel_29,0
2155697,224501,19547,News,Channel_78,0
512411,79609,23570,Music,Channel_58,0
2923808,164731,39783,Education,Channel_66,0
3118172,231446,28037,Sports,Channel_86,0
885377,116780,30083,Music,Channel_53,0
4236042,179703,48029,Music,Channel_70,1
1899739,261061,40550,News,Channel_9,0
1230336,114310,37982,Education,Channel_76,0
1018433,191022,39706,News,Channel_42,0
4662029,171806,2988,Education,Channel_39,1
2762089,162786,5156,Sports,Channel_69,1
3679086,241952,38280,Sports,Channel_40,0
1582530,2536,9788,News,Channel_59,0
2088258,268728,14185,Gaming,Channel_44,0
4493816,270887,18734,Sports,Channel_65,1
4857447,36061,9971,Gaming,Channel_74,0
2750178,15919,43408,Music,Channel_11,1
997530,77348,6487,Sports,Channel_91,1
772253,290287,20997,News,Channel_87,1
2602623,182653,46456,News,Channel_84,1
1379246,79072,12452,Music,Channel_5,0
4109997,181990,15372,Sports,Channel_77,0
2904540,51468,44767,Sports,Channel_74,1
3365695,222169,13434,Gaming,Channel_49,1
3979400,287452,12416,Gaming,Channel_51,1
4578456,231956,19248,Gaming,Channel_36,1
2192422,153273,46713,Sports,Channel_16,0
1046482,164174,28194,Education,Channel_7,1
1296302,89417,33785,Gaming,Channel_96,0
4003640,206339,37458,Music,Channel_89,1
571451,62523,8373,Music,Channel_44,0
20816,145486,30283,Sports,Channel_26,0
968344,35208,29415,Sports,Channel_36,0
2856059,225305,26414,Gaming,Channel_53,0
2413149,264333,14378,Gaming,Channel_92,1
3353252,2029,18336,Gaming,Channel_44,1
3733839,81465,4700,Music,Channel_12,0
1039896,216321,13901,News,Channel_90,1
3298606,149786,24838,Music,Channel_68,1
2879604,149112,22597,Music,Channel_23,1
3581893,3430,33428,Gaming,Channel_88,1
4328858,178735,40149,Music,Channel_95,1
3957602,16750,35687,Gaming,Channel_30,0
4097951,105799,29493,News,Channel_63,1
265223,19475,31852,Gaming,Channel_3,0
3320260,4141,10932,Music,Channel_80,1
2695287,10662,23009,Gaming,Channel_34,1
1667471,218125,33583,Education,Channel_92,1
4622056,245299,47278,Gaming,Channel_49,1
589365,89352,27994,Gaming,Channel_44,1
704662,281325,29865,Gaming,Channel_41,0
1306585,217211,12289,Sports,Channel_48,1
4093097,259830,28293,Gaming,Channel_71,1
2660440,186774,4734,Gaming,Channel_8,0
1600601,58551,20013,News,Channel_7,1
3944645,9480,35521,Gaming,Channel_37,0
4496013,192426,6505,Sports,Channel_55,1
4052774,44318,44327,Music,Channel_71,0
1235816,135679,47673,News,Channel_50,0
1626351,102850,4685,Music,Channel_82,1
1965956,161870,49353,Sports,Channel_21,0
3449678,49487,18409,Music,Channel_34,1
1128199,108271,19517,Sports,Channel_49,0
3512049,102476,44533,Gaming,Channel_27,1
4064186,295225,30475,News,Channel_8,1
2281827,70570,36989,Music,Channel_34,1
1786910,255402,15327,Sports,Channel_18,0
4847769,261288,3671,Music,Channel_51,1
3096900,166481,4941,Sports,Channel_12,0
4044064,244423,26372,Sports,Channel_86,1
2603967,188521,12466,Education,Channel_51,0
3439550,2379,18286,Music,Channel_63,1
77218,228639,44959,Gaming,Channel_40,1
771044,262682,4588,Gaming,Channel_22,0
2547741,108816,28080,Education,Channel_8,1
4673750,161396,24544,Music,Channel_28,1
4657356,102989,10811,News,Channel_50,1
3481130,281902,18733,Music,Channel_47,1
3186714,35119,40696,Sports,Channel_56,0
1729096,13929,48093,Music,Channel_32,0
348739,211874,39888,Gaming,Channel_11,0
473327,70451,47042,Music,Channel_21,0
2695946,66906,30059,News,Channel_26,0
4230215,103441,37487,News,Channel_14,0
1923135,47030,40849,Education,Channel_79,0
979039,205348,14550,Gaming,Channel_14,0
900885,284315,49122,Music,Channel_76,1
609746,27748,10864,Music,Channel_100,0
3003819,135007,25394,Music,Channel_3,1
4512219,57163,19061,Gaming,Channel_57,0
500876,214030,49699,Gaming,Channel_7,1
1963165,61019,12624,News,Channel_39,1
612213,172634,24934,Music,Channel_57,0
769734,271951,3361,Gaming,Channel_65,0
4242361,71952,13707,News,Channel_25,1
1840433,118075,1924,Education,Channel_31,0
3673214,276119,29487,News,Channel_86,1
2027580,275887,12647,Sports,Channel_10,1
4904058,158008,31734,Sports,Channel_82,1
4340235,159865,29018,Music,Channel_77,1
1493252,83370,21627,Gaming,Channel_72,0
3527737,167476,21031,Gaming,Channel_9,0
402921,195878,39449,Music,Channel_79,1
2009960,290441,2701,Music,Channel_8,1
4456214,82114,46943,Music,Channel_97,1
88955,161518,42890,Education,Channel_99,1
3817446,221414,49573,Music,Channel_19,1
3377513,265342,16719,Sports,Channel_30,0
